# EVEMU 1.3
# Kernel: 5.15.38-1-MANJARO
# DMI: dmi:bvnDellInc.:bvr1.15.0:bd12/09/2021:br1.15:svnDellInc.:pnXPS157590:pvr:rvnDellInc.:rn0VYV0G:rvrA00:cvnDellInc.:ct10:cvr:sku0905:
# Input device name: "SYNA2393:00 06CB:7A13 Touchpad"
# Input device ID: bus 0x18 vendor 0x6cb product 0x7a13 version 0x100
# Size in mm: 102x77
# Supported events:
#   Event type 0 (EV_SYN)
#     Event code 0 (SYN_REPORT)
#     Event code 1 (SYN_CONFIG)
#     Event code 2 (SYN_MT_REPORT)
#     Event code 3 (SYN_DROPPED)
#     Event code 4 ((null))
#     Event code 5 ((null))
#     Event code 6 ((null))
#     Event code 7 ((null))
#     Event code 8 ((null))
#     Event code 9 ((null))
#     Event code 10 ((null))
#     Event code 11 ((null))
#     Event code 12 ((null))
#     Event code 13 ((null))
#     Event code 14 ((null))
#     Event code 15 (SYN_MAX)
#   Event type 1 (EV_KEY)
#     Event code 272 (BTN_LEFT)
#     Event code 325 (BTN_TOOL_FINGER)
#     Event code 328 (BTN_TOOL_QUINTTAP)
#     Event code 330 (BTN_TOUCH)
#     Event code 333 (BTN_TOOL_DOUBLETAP)
#     Event code 334 (BTN_TOOL_TRIPLETAP)
#     Event code 335 (BTN_TOOL_QUADTAP)
#   Event type 3 (EV_ABS)
#     Event code 0 (ABS_X)
#       Value      749
#       Min          0
#       Max       1228
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 1 (ABS_Y)
#       Value      115
#       Min          0
#       Max        928
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 47 (ABS_MT_SLOT)
#       Value        0
#       Min          0
#       Max          4
#       Fuzz         0
#       Flat         0
#       Resolution   0
#     Event code 53 (ABS_MT_POSITION_X)
#       Value        0
#       Min          0
#       Max       1228
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 54 (ABS_MT_POSITION_Y)
#       Value        0
#       Min          0
#       Max        928
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 55 (ABS_MT_TOOL_TYPE)
#       Value        0
#       Min          0
#       Max          2
#       Fuzz         0
#       Flat         0
#       Resolution   0
#     Event code 57 (ABS_MT_TRACKING_ID)
#       Value        0
#       Min          0
#       Max      65535
#       Fuzz         0
#       Flat         0
#       Resolution   0
#   Event type 4 (EV_MSC)
#     Event code 5 (MSC_TIMESTAMP)
# Properties:
#   Property  type 0 (INPUT_PROP_POINTER)
#   Property  type 2 (INPUT_PROP_BUTTONPAD)
N: SYNA2393:00 06CB:7A13 Touchpad
I: 0018 06cb 7a13 0100
P: 05 00 00 00 00 00 00 00
E: 3.278125 0004 0005 467200	# EV_MSC / MSC_TIMESTAMP        467200
E: 3.278125 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.285543 0004 0005 474500	# EV_MSC / MSC_TIMESTAMP        474500
E: 3.285543 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.292763 0004 0005 481800	# EV_MSC / MSC_TIMESTAMP        481800
E: 3.292763 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.300045 0004 0005 489100	# EV_MSC / MSC_TIMESTAMP        489100
E: 3.300045 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.307431 0004 0005 496400	# EV_MSC / MSC_TIMESTAMP        496400
E: 3.307431 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.314687 0004 0005 503700	# EV_MSC / MSC_TIMESTAMP        503700
E: 3.314687 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.322374 0001 0110 0001	# EV_KEY / BTN_LEFT             1
E: 3.322374 0004 0005 511000	# EV_MSC / MSC_TIMESTAMP        511000
E: 3.322374 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.329376 0004 0005 518300	# EV_MSC / MSC_TIMESTAMP        518300
E: 3.329376 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.336697 0004 0005 525600	# EV_MSC / MSC_TIMESTAMP        525600
E: 3.336697 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.343966 0004 0005 532900	# EV_MSC / MSC_TIMESTAMP        532900
E: 3.343966 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.351325 0004 0005 540200	# EV_MSC / MSC_TIMESTAMP        540200
E: 3.351325 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.358721 0004 0005 547500	# EV_MSC / MSC_TIMESTAMP        547500
E: 3.358721 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.365963 0004 0005 554800	# EV_MSC / MSC_TIMESTAMP        554800
E: 3.365963 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.373687 0004 0005 562100	# EV_MSC / MSC_TIMESTAMP        562100
E: 3.373687 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.380976 0004 0005 569400	# EV_MSC / MSC_TIMESTAMP        569400
E: 3.380976 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.387966 0004 0005 576700	# EV_MSC / MSC_TIMESTAMP        576700
E: 3.387966 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.395194 0004 0005 584000	# EV_MSC / MSC_TIMESTAMP        584000
E: 3.395194 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.402691 0004 0005 591300	# EV_MSC / MSC_TIMESTAMP        591300
E: 3.402691 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.409822 0004 0005 598600	# EV_MSC / MSC_TIMESTAMP        598600
E: 3.409822 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.417105 0001 0110 0000	# EV_KEY / BTN_LEFT             0
E: 3.417105 0004 0005 605900	# EV_MSC / MSC_TIMESTAMP        605900
E: 3.417105 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 3.424494 0004 0005 613200	# EV_MSC / MSC_TIMESTAMP        613200
E: 3.424494 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.431565 0004 0005 620500	# EV_MSC / MSC_TIMESTAMP        620500
E: 3.431565 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 3.438354 0003 0039 -001	# EV_ABS / ABS_MT_TRACKING_ID   -1
E: 3.438354 0001 014a 0000	# EV_KEY / BTN_TOUCH            0
E: 3.438354 0001 0145 0000	# EV_KEY / BTN_TOOL_FINGER      0
E: 3.438354 0004 0005 627800	# EV_MSC / MSC_TIMESTAMP        627800
E: 3.438354 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
